market_id,market_title,clob_token_id,outcome_name,timestamp,datetime_utc,price
1105742,Delcy Rodríguez,38667196958602416137463628517439560119304765709104570192447644733106171420112,Yes,1767571152,2026-01-04T23:59:12.000Z,0.315
1105742,Delcy Rodríguez,38667196958602416137463628517439560119304765709104570192447644733106171420112,Yes,1767657552,2026-01-05T23:59:12.000Z,0.44
1105742,Delcy Rodríguez,38667196958602416137463628517439560119304765709104570192447644733106171420112,Yes,1767743953,2026-01-06T23:59:13.000Z,0.445
1105742,Delcy Rodríguez,38667196958602416137463628517439560119304765709104570192447644733106171420112,Yes,1767782232,2026-01-07T10:37:12.000Z,0.455
1105746,Donald Trump,14211065675584872409434951928382202221234755265148030622924500315944266691558,Yes,1767571148,2026-01-04T23:59:08.000Z,0.013
1105746,Donald Trump,14211065675584872409434951928382202221234755265148030622924500315944266691558,Yes,1767657548,2026-01-05T23:59:08.000Z,0.0095
1105746,Donald Trump,14211065675584872409434951928382202221234755265148030622924500315944266691558,Yes,1767743949,2026-01-06T23:59:09.000Z,0.008
1105746,Donald Trump,14211065675584872409434951928382202221234755265148030622924500315944266691558,Yes,1767782229,2026-01-07T10:37:09.000Z,0.007
